date,ticker,open,high,low,close,volume,adj_close
2021-04-01,AAPL,123.66000366210938,124.18000030517578,122.48999786376953,123.0,75089100,119.80143737792969
2021-04-01,AMZN,155.89700317382812,158.1219940185547,155.77749633789062,158.0500030517578,58806000,158.0500030517578
2021-04-01,GOOGL,104.61250305175781,106.7874984741211,104.57150268554688,106.48899841308594,39880000,105.69043731689453
2021-04-01,META,298.3999938964844,302.3999938964844,296.6000061035156,298.6600036621094,17616000,296.5882568359375
2021-04-01,MSFT,238.47000122070312,242.83999633789062,238.0500030517578,242.35000610351562,30338000,233.080078125
2021-04-05,AAPL,123.87000274658203,126.16000366210938,123.06999969482422,125.9000015258789,88651200,122.62602996826172
2021-04-05,AMZN,158.64999389648438,161.79800415039062,158.06199645996094,161.3365020751953,66698000,161.3365020751953
2021-04-05,GOOGL,107.35749816894531,111.44950103759766,107.260498046875,110.947998046875,48510000,110.1159896850586
2021-04-05,META,300.8900146484375,310.7699890136719,300.67999267578125,308.9100036621094,28237000,306.7671203613281
2021-04-05,MSFT,242.75999450683594,249.9600067138672,242.6999969482422,249.07000732421875,36910600,239.54306030273438
2021-04-06,AAPL,126.5,127.12999725341797,125.6500015258789,126.20999908447266,80171300,122.92798614501953
2021-04-06,AMZN,161.1875,162.36549377441406,160.8520050048828,161.1909942626953,50756000,161.1909942626953
2021-04-06,GOOGL,110.5459976196289,111.4000015258789,110.0895004272461,110.46299743652344,35240000,109.63462829589844
2021-04-06,META,308.8399963378906,311.3500061035156,305.25,306.260009765625,17335200,304.13555908203125
2021-04-06,MSFT,247.61000061035156,249.39999389648438,246.8800048828125,247.86000061035156,22931900,238.37928771972656
2021-04-07,AAPL,125.83000183105469,127.91999816894531,125.13999938964844,127.9000015258789,83466700,124.57404327392578
2021-04-07,AMZN,161.69000244140625,165.1804962158203,161.1824951171875,163.96949768066406,66924000,163.96949768066406
2021-04-07,GOOGL,110.65499877929688,112.2249984741211,110.65499877929688,111.95149993896484,24134000,111.11196899414062
2021-04-07,META,306.3399963378906,314.25,305.5,313.0899963378906,22855200,310.91815185546875
2021-04-07,MSFT,247.80999755859375,250.92999267578125,247.19000244140625,249.89999389648438,22719800,240.3412628173828
2021-04-08,AAPL,128.9499969482422,130.38999938964844,128.52000427246094,130.36000061035156,88844600,126.9700698852539
2021-04-08,AMZN,165.5449981689453,166.22500610351562,164.60000610351562,164.96499633789062,56242000,164.96499633789062
2021-04-08,GOOGL,113.19999694824219,113.5895004272461,112.15049743652344,112.52149963378906,28664000,111.67770385742188
2021-04-08,META,314.8500061035156,315.8800048828125,310.04998779296875,313.0199890136719,20894100,310.8486022949219
2021-04-08,MSFT,252.77000427246094,254.13999938964844,252.0,253.25,23625200,243.5631561279297
2021-04-09,AAPL,129.8000030517578,133.0399932861328,129.47000122070312,133.0,106686700,129.54141235351562
2021-04-09,AMZN,165.23500061035156,168.61000061035156,164.44500732421875,168.61000061035156,86830000,168.61000061035156
2021-04-09,GOOGL,112.27200317382812,113.69850158691406,111.86299896240234,113.53350067138672,26146000,112.6821060180664
2021-04-09,META,311.3999938964844,314.739990234375,310.3299865722656,312.4599914550781,15988600,310.29248046875
2021-04-09,MSFT,252.8699951171875,255.99000549316406,252.44000244140625,255.85000610351562,24326800,246.06370544433594
2021-04-12,AAPL,132.52000427246094,132.85000610351562,130.6300048828125,131.24000549316406,91420000,127.82717895507812
2021-04-12,AMZN,167.760498046875,169.7519989013672,167.5574951171875,168.96949768066406,65636000,168.96949768066406
2021-04-12,GOOGL,112.70600128173828,112.84449768066406,111.39099884033203,112.23100280761719,25024000,111.38936614990234
2021-04-12,META,311.04998779296875,312.1499938964844,307.92999267578125,311.5400085449219,10881900,309.37890625
2021-04-12,MSFT,254.7100067138672,257.6700134277344,254.6199951171875,255.91000366210938,27148700,246.12135314941406
2021-04-13,AAPL,132.44000244140625,134.66000366210938,131.92999267578125,134.42999267578125,91266500,130.93423461914062
2021-04-13,AMZN,170.04249572753906,171.60000610351562,169.781494140625,170.0,66316000,170.0
2021-04-13,GOOGL,112.54949951171875,113.17350006103516,112.15249633789062,112.72149658203125,25682000,111.87619018554688
2021-04-13,META,312.2099914550781,314.42999267578125,309.32000732421875,309.760009765625,14036900,307.61126708984375
2021-04-13,MSFT,257.260009765625,259.19000244140625,256.8299865722656,258.489990234375,23837500,248.60269165039062
2021-04-14,AAPL,134.94000244140625,135.0,131.66000366210938,132.02999877929688,87222800,128.59664916992188
2021-04-14,AMZN,170.20199584960938,170.2064971923828,166.3000030517578,166.64999389648438,62904000,166.64999389648438
2021-04-14,GOOGL,113.37149810791016,113.37149810791016,111.8010025024414,112.09549713134766,21002000,111.25489044189453
2021-04-14,META,307.29998779296875,308.0299987792969,301.95001220703125,302.82000732421875,17421400,300.7193908691406
2021-04-14,MSFT,257.4800109863281,258.8299865722656,255.16000366210938,255.58999633789062,23070900,245.81362915039062
2021-04-15,AAPL,133.82000732421875,135.0,133.63999938964844,134.5,89347100,131.00238037109375
2021-04-15,AMZN,168.5500030517578,169.85000610351562,167.60000610351562,168.95449829101562,64672000,168.95449829101562
2021-04-15,GOOGL,113.09750366210938,114.80000305175781,112.55850219726562,114.26249694824219,29174000,113.4056396484375
2021-04-15,META,306.3399963378906,310.1400146484375,304.1000061035156,307.82000732421875,14558300,305.68475341796875
2021-04-15,MSFT,257.92999267578125,259.92999267578125,257.7300109863281,259.5,25627500,249.57406616210938
2021-04-16,AAPL,134.3000030517578,134.6699981689453,133.27999877929688,134.16000366210938,84922400,130.67123413085938
2021-04-16,AMZN,169.0,170.33999633789062,167.7794952392578,169.9720001220703,63720000,169.9720001220703
2021-04-16,GOOGL,114.46199798583984,114.71199798583984,113.5459976196289,114.13749694824219,26282000,113.28157806396484
2021-04-16,META,308.1700134277344,308.95001220703125,304.6099853515625,306.17999267578125,13059200,304.0560607910156
2021-04-16,MSFT,259.4700012207031,261.0,257.6000061035156,260.739990234375,24878600,250.7666473388672
2021-04-19,AAPL,133.50999450683594,135.47000122070312,133.33999633789062,134.83999633789062,94264200,131.33352661132812
2021-04-19,AMZN,169.51649475097656,171.79649353027344,168.00799560546875,168.60049438476562,54508000,168.60049438476562
2021-04-19,GOOGL,113.50900268554688,115.20449829101562,113.50900268554688,114.48799896240234,30290000,113.62944030761719
2021-04-19,META,305.010009765625,307.70001220703125,300.55999755859375,302.239990234375,14553500,300.1434020996094
2021-04-19,MSFT,260.19000244140625,261.4800109863281,257.82000732421875,258.739990234375,23209300,248.8431396484375
2021-04-20,AAPL,135.02000427246094,135.52999877929688,131.80999755859375,133.11000061035156,94812300,129.64852905273438
2021-04-20,AMZN,168.67999267578125,169.14950561523438,165.8000030517578,166.7344970703125,52460000,166.7344970703125
2021-04-20,GOOGL,114.87449645996094,114.94999694824219,112.85600280761719,113.95050048828125,22288000,113.09598541259766
2021-04-20,META,301.989990234375,305.1000061035156,297.2099914550781,302.6499938964844,16796400,300.5505676269531
